Survey Year,Timestamp, SalaryUSD ,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,NewestVersionInProduction,OldestVersionInProduction,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
2017,1/13/2017 21:44:41,  175.000 ,United States,Not Asked,Oracle,21,"Microsoft SQL Server, PostgreSQL, MongoDB",Full time employee,Manager,Yes,5,Not Asked,More than 5,Not Asked,450,Masters,Yes,"No, I never have",55,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 21:01:36,  100.000 ,United States,Not Asked,Microsoft SQL Server,8,"Oracle, DB2, Microsoft Access",Full time employee,DBA,No,1,Not Asked,2,Not Asked,120,Masters,Yes,"Yes, and they're currently valid",45,2,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 20:53:56,  98.000 ,United States,Not Asked,Microsoft SQL Server,15,Microsoft Access,Full time employee,Manager,Yes,10,Not Asked,None,Not Asked,1,Bachelors (4 years),No,"No, I never have",37,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 20:41:36,  82.000 ,Canada,Not Asked,Microsoft SQL Server,15,"Oracle, MongoDB, Teradata",Full time employee,DBA,Yes,1,Not Asked,3,Not Asked,50,Bachelors (4 years),Yes,"Yes, but they expired",40,1,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 19:16:48,  80.000 ,United Kingdom,Not Asked,Microsoft SQL Server,15,"Microsoft SQL Server, Oracle, PostgreSQL, DB2, Microsoft Access",Independent or freelancer or company owner,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,20,Not Asked,1,Not Asked,4,Masters,No,"No, I never have",40,3,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 18:55:28,  145.000 ,United States,Not Asked,Microsoft SQL Server,15,,Full time employee of a consulting/contracting company,Architect,No,4,Not Asked,4,Not Asked,300,Bachelors (4 years),Yes,"No, I never have",40,3,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 18:50:15,  155.000 ,United States,Not Asked,Microsoft SQL Server,8,"MySQL/MariaDB, Azure SQL DB",Full time employee,Manager,Yes,7,Not Asked,More than 5,Not Asked,120,Masters,Yes,"No, I never have",40,5 or more,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 18:14:34,  85.000 ,United States,Not Asked,Microsoft SQL Server,6,,Full time employee,DBA,No,6,Not Asked,1,Not Asked,5,None (no degree completed),N/A,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 18:00:34,  130.000 ,United States,Not Asked,Microsoft SQL Server,17,Oracle,Full time employee,DBA,No,3,Not Asked,2,Not Asked,500,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 17:57:03,  120.000 ,United States,Not Asked,Microsoft SQL Server,9,"Oracle, DB2",Full time employee,DBA,No,21,Not Asked,1,Not Asked,36,Bachelors (4 years),Yes,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 17:48:49,  105.000 ,United States,Not Asked,Microsoft SQL Server,16,Microsoft Access,Full time employee,DBA,No,10,Not Asked,2,Not Asked,30,Associates (2 years),No,"Yes, but they expired",42,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 17:37:56,  121.000 ,United States,Not Asked,Microsoft SQL Server,7,"Oracle, PostgreSQL, CA-datacom ",Full time employee,DBA,No,29,Not Asked,1,Not Asked,30,Bachelors (4 years),Yes,"No, I never have",45,1,Not Asked,Not Asked,Not Asked,Federal government,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 17:23:50,  83.000 ,United States,Not Asked,Microsoft SQL Server,5,Elasticsearch,Full time employee,Engineer,No,3,Not Asked,2,Not Asked,1800,None (no degree completed),N/A,"No, I never have",32,1,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 17:18:25,  128.000 ,United States,Not Asked,Microsoft SQL Server,12,,Full time employee,DBA,No,12,Not Asked,3,Not Asked,170,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 17:12:58,  120.000 ,United States,Not Asked,Microsoft SQL Server,20,,Full time employee,Architect,No,1,Not Asked,None,Not Asked,11,None (no degree completed),N/A,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 16:50:43,  65.000 ,United States,Not Asked,Microsoft SQL Server,3,Microsoft SQL Server,Full time employee of a consulting/contracting company,Other,No,1,Not Asked,1,Not Asked,0,Bachelors (4 years),Yes,"No, I never have",40,1,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 16:46:13,  47.000 ,Germany,Not Asked,Microsoft SQL Server,8,,Full time employee,DBA,No,2,Not Asked,None,Not Asked,1,Bachelors (4 years),Yes,"No, I never have",40,2,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 16:11:32,  108.000 ,United States,Not Asked,Microsoft SQL Server,1,PostgreSQL,Full time employee,Analyst,No,10,Not Asked,2,Not Asked,10,Associates (2 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 15:16:13,  109.000 ,United States,Not Asked,Microsoft SQL Server,18,"Oracle, PostgreSQL, Microsoft Access",Full time employee,DBA,No,18,Not Asked,None,Not Asked,10,Masters,Yes,"No, I never have",50,5 or more,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 14:39:20,  95.000 ,United States,Not Asked,Microsoft SQL Server,9,Microsoft SQL Server,Full time employee,DBA,No,9,Not Asked,None,Not Asked,500,None (no degree completed),N/A,"No, I never have",40,5 or more,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 14:25:59,  35.800 ,United States,Not Asked,Microsoft SQL Server,1,Microsoft SQL Server,Full time employee,Analyst,No,1,Not Asked,None,Not Asked,4,Associates (2 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 14:22:29,  94.000 ,United States,Not Asked,Microsoft SQL Server,7,"MySQL/MariaDB, SQLite, Elasticsearch, Amazon RDS (any flavor), Riak",Full time employee,DBA,No,7,Not Asked,5,Not Asked,120,None (no degree completed),N/A,"No, I never have",40,1,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 14:20:33,  95.000 ,United States,Not Asked,Microsoft SQL Server,5,"MySQL/MariaDB, Microsoft Access, SQLite, Elasticsearch, Amazon RDS (any flavor)",Full time employee,DBA,No,5,Not Asked,More than 5,Not Asked,50,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 14:02:01,  50.000 ,United States,Not Asked,Microsoft SQL Server,4,,Full time employee,DBA,Yes,4,Not Asked,None,Not Asked,4,Bachelors (4 years),No,"No, I never have",55,2,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 13:57:53,  135.000 ,United States,Not Asked,Microsoft SQL Server,8,PostgreSQL,Full time employee,DBA,No,1,Not Asked,2,Not Asked,25,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 13:26:12,  78.000 ,United States,Not Asked,Microsoft SQL Server,8,"Microsoft Access, Azure SQL DB",Full time employee,DBA,Yes,4,Not Asked,None,Not Asked,12,None (no degree completed),N/A,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 12:40:58,  77.000 ,United States,Not Asked,Microsoft SQL Server,5,,Full time employee,DBA,No,5,Not Asked,None,Not Asked,20,Bachelors (4 years),Yes,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 12:32:18,  100.646 ,United States,Not Asked,Microsoft SQL Server,6,Microsoft SQL Server,Full time employee,Developer: T-SQL,Yes,6,Not Asked,1,Not Asked,3,Masters,No,"Yes, but they expired",50,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 12:31:43,  87.000 ,United States,Not Asked,Microsoft SQL Server,7,"Microsoft SQL Server, Azure SQL DB",Full time employee,DBA,No,7,Not Asked,More than 5,Not Asked,120,Bachelors (4 years),Yes,"Yes, but they expired",50,3,Not Asked,Not Asked,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 12:27:48,  138.000 ,United States,Not Asked,Microsoft SQL Server,18,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,Manager,Yes,4,Not Asked,None,Not Asked,100,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,1,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 12:15:31,  55.000 ,United States,Not Asked,Microsoft SQL Server,4,"Microsoft SQL Server, Microsoft Access",Full time employee,Analyst,No,4,Not Asked,None,Not Asked,5,Bachelors (4 years),No,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 12:15:07,  70.000 ,Canada,Not Asked,Microsoft SQL Server,8,"Microsoft SQL Server, Oracle, Azure SQL DB, Amazon RDS (any flavor), Redshift",Full time employee of a consulting/contracting company,Architect,No,1,Not Asked,2,Not Asked,50,Bachelors (4 years),Yes,"Yes, and they're currently valid",42,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 12:15:01,  90.000 ,United States,Not Asked,Microsoft SQL Server,20,"MySQL/MariaDB, Microsoft Access",Full time employee,Architect,No,2,Not Asked,1,Not Asked,10,Bachelors (4 years),Yes,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 12:14:00,  47.000 ,United States,Not Asked,Microsoft SQL Server,2,,Full time employee,Developer: T-SQL,No,2,Not Asked,1,Not Asked,10,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 12:13:09,  140.000 ,United States,Not Asked,Microsoft SQL Server,17,"Microsoft SQL Server, Oracle, Microsoft Access, Redis, Azure SQL DB",Full time employee,Architect,No,1,Not Asked,None,Not Asked,35,Masters,No,"No, I never have",70,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 12:05:52,  140.000 ,United States,Not Asked,MySQL/MariaDB,5,Microsoft SQL Server,Full time employee,DBA,No,11,Not Asked,3,Not Asked,500,Bachelors (4 years),No,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 12:03:17,  32.800 ,Brazil,Not Asked,Microsoft SQL Server,11,"Oracle, MySQL/MariaDB",Full time employee,DBA,No,1,Not Asked,2,Not Asked,6,Masters,Yes,"Yes, and they're currently valid",44,5 or more,Not Asked,Not Asked,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:55:19,  97.000 ,United States,Not Asked,Microsoft SQL Server,5,,Independent or freelancer or company owner,"Developer: App code (C#, JS, etc)",Yes,20,Not Asked,1,Not Asked,13,Masters,Yes,"No, I never have",30,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:54:55,  80.000 ,United States,Not Asked,Microsoft SQL Server,10,Oracle,Full time employee,DBA,No,8,Not Asked,None,Not Asked,50,Masters,Yes,"No, I never have",43,2,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:53:56,  86.700 ,United States,Not Asked,Microsoft SQL Server,6,Microsoft Access,Full time employee,DBA,No,6,Not Asked,1,Not Asked,35,Associates (2 years),No,"Yes, and they're currently valid",45,1,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:49:35,  110.000 ,United States,Not Asked,Microsoft SQL Server,17,Oracle,Full time employee,DBA,No,7,Not Asked,2,Not Asked,35,Bachelors (4 years),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:48:33,  90.000 ,United States,Not Asked,Microsoft SQL Server,4,"Microsoft SQL Server, PostgreSQL, Azure SQL DB",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,4,Not Asked,3,Not Asked,4,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:35:28,  92.822 ,United States,Not Asked,Microsoft SQL Server,14,Azure SQL DB,Full time employee,DBA,No,6,Not Asked,2,Not Asked,20,Associates (2 years),No,"Yes, and they're currently valid",40,1,Not Asked,Not Asked,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:35:26,  78.000 ,United States,Not Asked,Microsoft SQL Server,10,,Full time employee,DBA,No,2,Not Asked,1,Not Asked,40,Bachelors (4 years),Yes,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:29:46,  50.000 ,United States,Not Asked,Microsoft SQL Server,4,"PostgreSQL, DB2, Microsoft Access, Azure SQL DB",Full time employee,Developer: T-SQL,No,4,Not Asked,None,Not Asked,20,None (no degree completed),N/A,"No, I never have",44,1,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:28:59,  58.000 ,Belgium,Not Asked,Microsoft SQL Server,10,"Oracle, MongoDB",Full time employee,DBA,No,5,Not Asked,None,Not Asked,47,None (no degree completed),N/A,"No, I never have",40,5 or more,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:26:19,  90.000 ,United States,Not Asked,Microsoft SQL Server,7,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",Full time employee,DBA,No,7,Not Asked,1,Not Asked,7,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:21:12,  126.000 ,United States,Not Asked,Microsoft SQL Server,10,Microsoft SQL Server,Full time employee,Developer: T-SQL,No,10,Not Asked,More than 5,Not Asked,10,Bachelors (4 years),No,"No, I never have",50,5 or more,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:19:44,  105.000 ,United States,Not Asked,Microsoft SQL Server,13,,Full time employee,DBA,Yes,13,Not Asked,None,Not Asked,30,None (no degree completed),N/A,"Yes, but they expired",65,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:16:50,  140.000 ,United States,Not Asked,Microsoft SQL Server,15,,Full time employee,Architect,No,10,Not Asked,None,Not Asked,15,Masters,Yes,"Yes, but they expired",40,1,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:16:49,  112.000 ,United States,Not Asked,Microsoft SQL Server,20,,Full time employee,DBA,No,20,Not Asked,4,Not Asked,200,Bachelors (4 years),Yes,"No, I never have",50,2,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:13:46,  148.000 ,United States,Not Asked,Microsoft SQL Server,16,,Full time employee,Architect,No,5,Not Asked,None,Not Asked,7,Bachelors (4 years),No,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 11:09:30,  95.000 ,United States,Not Asked,Microsoft SQL Server,7,"Microsoft SQL Server, Oracle, MySQL/MariaDB",Full time employee,DBA,No,7,Not Asked,None,Not Asked,12,Masters,Yes,"Yes, and they're currently valid",45,1,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 10:10:16,  67.275 ,United States,Not Asked,Microsoft SQL Server,5,"Microsoft SQL Server, MySQL/MariaDB, DB2, Microsoft Access",Full time employee,Analyst,No,5,Not Asked,None,Not Asked,11,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 10:08:20,  51.500 ,Belgium,Not Asked,Microsoft SQL Server,15,"Oracle, MySQL/MariaDB, Couchdb",Full time employee,"Developer: App code (C#, JS, etc)",No,20,Not Asked,1,Not Asked,200,Bachelors (4 years),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 9:56:36,  64.000 ,Canada,Not Asked,Microsoft SQL Server,11,MySQL/MariaDB,Full time employee,DBA,No,9,Not Asked,2,Not Asked,29,Associates (2 years),Yes,"Yes, and they're currently valid",37,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,State/province government,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 9:42:24,  135.000 ,United States,Not Asked,Microsoft SQL Server,12,"Oracle, PostgreSQL, DB2",Full time employee,"Developer: App code (C#, JS, etc)",No,38,Not Asked,3,Not Asked,20,None (no degree completed),N/A,"Yes, but they expired",45,1,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 9:34:40,  95.000 ,Switzerland,Not Asked,Oracle,2,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL",Full time employee,DBA,No,2,Not Asked,More than 5,Not Asked,20,Masters,Yes,"No, I never have",43,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,State/province government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 9:28:27,  122.000 ,United States,Not Asked,Microsoft SQL Server,15,,Full time employee,DBA,Yes,11,Not Asked,2,Not Asked,3500,Associates (2 years),Yes,"Yes, but they expired",45,1,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 9:07:53,  31.017 ,United Kingdom,Not Asked,Microsoft SQL Server,12,Oracle,Full time employee,DBA,No,12,Not Asked,1,Not Asked,45,None (no degree completed),Yes,"Yes, but they expired",37,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Local government,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 9:00:05,  114.300 ,United States,Not Asked,Microsoft SQL Server,10,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access",Full time employee,Developer: T-SQL,No,10,Not Asked,2,Not Asked,2,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 8:38:18,  58.000 ,United Kingdom,Not Asked,Microsoft SQL Server,10,"Microsoft SQL Server, MySQL/MariaDB, MongoDB, Microsoft Access",Full time employee,"Developer: App code (C#, JS, etc)",No,10,Not Asked,1,Not Asked,12,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 8:32:09,  110.154 ,United States,Not Asked,Microsoft SQL Server,8,"Oracle, DB2, Microsoft Access, Informix",Full time employee,Architect,No,15,Not Asked,1,Not Asked,8,Bachelors (4 years),Yes,"No, I never have",45,5 or more,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 8:24:40,  72.000 ,United States,Not Asked,Microsoft SQL Server,8,"DB2, Microsoft Access",Full time employee,"Developer: App code (C#, JS, etc)",No,8,Not Asked,None,Not Asked,6,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 8:20:28,  110.000 ,Denmark,Not Asked,Oracle,24,Microsoft SQL Server,Full time employee,DBA,No,2,Not Asked,3,Not Asked,20,Associates (2 years),No,"No, I never have",38,4,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 8:18:18,  28.800 ,Ukraine,Not Asked,Microsoft SQL Server,12,,Full time employee,Developer: T-SQL,Yes,12,Not Asked,None,Not Asked,2,Masters,No,"No, I never have",40,2,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 8:16:29,  38.000 ,Slovenia,Not Asked,Microsoft SQL Server,5,,Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",No,8,Not Asked,More than 5,Not Asked,10,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 8:13:24,  88.000 ,United States,Not Asked,Microsoft SQL Server,3,"Oracle, Teradata",Full time employee,Developer: T-SQL,No,3,Not Asked,More than 5,Not Asked,1000,Bachelors (4 years),No,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 7:54:56,  155.000 ,United States,Not Asked,MySQL/MariaDB,2,"Cassandra, Amazon RDS (any flavor)",Full time employee,"Developer: App code (C#, JS, etc)",No,15,Not Asked,3,Not Asked,30,Masters,Yes,"No, I never have",45,5 or more,Not Asked,Not Asked,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 7:34:30,  58.560 ,Netherlands,Not Asked,Microsoft SQL Server,7,"MongoDB, Azure SQL DB",Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,5,Not Asked,3,Not Asked,5,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 7:11:10,  105.000 ,United States,Not Asked,Microsoft SQL Server,5,"Microsoft SQL Server, Oracle, Microsoft Access, Azure SQL DB",Full time employee,DBA,No,1,Not Asked,None,Not Asked,3,Masters,No,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 6:19:06,  51.000 ,United Kingdom,Not Asked,Microsoft SQL Server,17,"Oracle, MySQL/MariaDB, MongoDB, Microsoft Access",Full time employee,DBA,No,8,Not Asked,More than 5,Not Asked,100,Bachelors (4 years),Yes,"No, I never have",39,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 5:55:19,  60.000 ,Italy,Not Asked,Azure SQL DB,7,"Microsoft SQL Server, Oracle",Full time employee,Engineer,No,15,Not Asked,2,Not Asked,5,None (no degree completed),N/A,"No, I never have",48,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 5:07:00,  45.000 ,Sweden,Not Asked,Microsoft SQL Server,1,"Azure SQL DB, RavenDB",Full time employee,DBA,No,1,Not Asked,None,Not Asked,20,None (no degree completed),N/A,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
